

Montana (PST) SNOTEL Site Rocky Boy - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Thu Mar 23 10:46:07 GMT-08:00 2023. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,WTEQ.I-1 (in) ,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TOBS.I-2 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,SNWD.I-1 (in) ,BATT.I-1 (volt) ,BATT.I-2 (volt) ,
917,2010-10-01,,     0.0,     0.0,     4.1,     4.1,    19.8,     4.1,    11.2,       0,   12.78,   13.20,
917,2010-10-02,,     0.0,     0.0,    10.0,    10.0,    16.6,     0.8,     9.6,       0,   12.86,   13.22,
917,2010-10-03,,     0.0,     0.0,     5.4,     5.4,    23.8,     4.5,    12.5,       0,   12.73,   13.18,
917,2010-10-04,,     0.0,     0.0,    15.2,    15.2,    27.0,     4.1,    16.2,       0,   13.01,   13.16,
917,2010-10-05,,     0.0,     0.0,     8.7,     8.7,    23.8,     8.4,    15.4,       0,   12.92,   13.15,
917,2010-10-06,,     0.0,     0.0,     2.9,     2.9,    11.5,     2.1,     7.7,       0,   12.66,   13.25,
917,2010-10-07,,     0.0,     0.0,     7.9,     7.9,    19.2,     2.4,    10.7,       0,   13.09,   13.21,
917,2010-10-08,,     0.0,     0.0,     5.8,     5.8,    21.6,     5.7,    12.7,       0,   12.87,   13.19,
917,2010-10-09,,     0.0,     0.0,    11.1,    11.1,    14.8,     5.2,    11.5,       0,   12.91,   13.20,
917,2010-10-10,,     0.0,     0.0,     4.8,     4.8,    16.6,     4.7,    10.5,       0,   12.76,   13.21,
917,2010-10-11,,     0.0,     0.0,    14.2,    14.2,    19.5,     3.2,    13.0,       0,   12.84,   13.20,
917,2010-10-12,,     0.0,     0.0,     3.1,     3.1,    14.2,     2.9,     8.1,       0,   12.86,   13.24,
917,2010-10-13,,     0.0,     0.0,     0.7,     0.7,    11.0,     0.0,     4.7,       0,   13.16,   13.30,
917,2010-10-14,,     0.0,     0.1,     4.0,     4.0,    16.5,     0.6,     8.1,       0,   13.20,   13.28,
917,2010-10-15,,     0.0,     0.1,     4.4,     4.4,    20.7,     2.5,    11.1,       0,   13.14,   13.24,
917,2010-10-16,,     0.0,     0.1,    -2.3,    -2.3,    16.6,    -2.4,     9.0,       0,   13.12,   13.25,
917,2010-10-17,,     0.0,     0.1,    -2.7,    -2.7,     5.9,    -5.2,     0.7,       0,   13.27,   13.35,
917,2010-10-18,,     0.0,     0.1,    -3.9,    -3.9,     8.6,    -4.0,     1.0,       0,   13.29,   13.35,
917,2010-10-19,,     0.0,     0.4,     7.7,     7.7,    11.8,    -4.3,     4.3,       0,   13.27,   13.34,
917,2010-10-20,,     0.0,     0.5,     9.8,     9.8,    13.0,     2.8,     9.5,       0,   13.23,   13.30,
917,2010-10-21,,     0.0,     0.5,     2.7,     2.7,    14.8,     2.1,     8.5,       0,   13.15,   13.26,
917,2010-10-22,,     0.0,     0.5,     1.5,     1.5,    19.0,     0.5,     7.5,       0,   13.15,   13.26,
917,2010-10-23,,     0.0,     0.5,     2.0,     2.0,    17.8,     0.8,     7.5,       0,   13.19,   13.27,
917,2010-10-24,,     0.0,     0.5,     4.9,     4.9,    14.1,     0.2,     5.8,       0,   13.18,   13.28,
917,2010-10-25,,     0.0,     0.6,     5.3,     5.3,     9.5,     2.5,     6.0,       0,   13.11,   13.30,
917,2010-10-26,,     0.7,     0.6,    -1.8,    -1.8,     5.5,    -1.9,     1.2,       7,   13.24,   13.33,
917,2010-10-27,,     0.9,     0.8,    -4.5,    -4.5,    -1.4,    -4.5,    -2.5,       9,   12.84,   13.06,
917,2010-10-28,,     0.8,     1.0,    -6.3,    -6.3,     4.8,    -6.4,    -1.0,       8,   13.31,   13.39,
917,2010-10-29,,     0.8,     1.3,     0.2,     0.2,     8.6,    -8.3,     0.1,       6,   13.32,   13.40,
917,2010-10-30,,     0.6,     1.3,    -1.2,    -1.2,    10.7,    -1.2,     6.1,       5,   13.24,   13.32,
917,2010-10-31,,     0.5,     1.3,     1.0,     1.0,     9.4,    -3.9,     2.7,       4,   13.28,   13.35,
917,2010-11-01,,     0.3,     1.3,     5.1,     5.1,    11.9,     0.5,     7.1,       2,   13.23,   13.32,
917,2010-11-02,,     0.0,     1.4,    10.9,    10.9,    12.4,     3.4,     8.9,       0,   13.23,   13.29,
917,2010-11-03,,     0.0,     1.4,     5.4,     5.4,    12.3,     5.4,     9.3,       0,   13.15,   13.27,
917,2010-11-04,,     0.0,     1.4,     0.5,     0.5,    10.8,    -2.7,     2.4,       0,   13.24,   13.32,
917,2010-11-05,,     0.0,     1.4,     7.8,     7.8,    15.6,     0.3,     8.2,       0,   13.18,   13.29,
917,2010-11-06,,     0.0,     1.4,    14.7,    14.7,    19.7,     3.8,    14.2,       0,   13.17,   13.25,
917,2010-11-07,,     0.0,     1.4,     9.3,     9.3,    18.4,     9.3,    14.1,       0,   13.09,   13.21,
917,2010-11-08,,     0.0,     1.4,     9.0,     9.0,    18.1,     3.5,    10.5,       0,   13.12,   13.21,
917,2010-11-09,,     0.5,     1.8,    -0.7,    -0.7,     9.0,    -0.8,     2.0,       6,   12.70,   12.93,
917,2010-11-10,,     0.4,     1.8,    -7.6,    -7.6,     3.5,    -7.6,    -1.5,       4,   13.28,   13.39,
917,2010-11-11,,     0.4,     1.8,   -10.3,   -10.3,     2.5,   -10.5,    -5.0,       4,   13.36,   13.43,
917,2010-11-12,,     0.3,     1.8,     0.5,     0.5,     3.3,   -11.0,    -3.9,       4,   13.40,   13.46,
917,2010-11-13,,     0.4,     1.9,    -0.5,    -0.5,     5.1,    -1.2,     1.1,       4,   13.34,   13.41,
917,2010-11-14,,     0.4,     1.9,     0.2,     0.2,     4.1,    -4.1,     0.9,       4,   13.34,   13.41,
917,2010-11-15,,     0.7,     2.2,     1.6,     1.6,     4.5,    -0.7,     1.7,       6,   13.31,   13.38,
917,2010-11-16,,     0.9,     2.4,     1.2,     1.2,     2.7,    -1.6,     1.0,       5,   13.32,   13.38,
917,2010-11-17,,     1.1,     2.6,   -10.8,   -10.8,     2.4,   -11.7,    -3.7,       9,   13.20,   13.31,
917,2010-11-18,,     1.2,     2.8,    -1.6,    -1.6,    -1.6,   -13.4,    -7.6,      10,   13.41,   13.45,
917,2010-11-19,,     1.1,     2.8,   -20.4,   -20.4,     2.2,   -20.4,    -8.3,       9,   13.28,   13.37,
917,2010-11-20,,     1.1,     3.7,   -11.8,   -11.8,    -8.6,   -22.9,   -15.5,       9,   13.47,   13.50,
917,2010-11-21,,     1.2,     4.0,   -18.0,   -18.0,   -10.7,   -18.0,   -13.6,      10,   12.83,   13.30,
917,2010-11-22,,     1.2,     4.1,   -16.8,   -16.8,   -10.0,   -22.2,   -17.1,      10,   13.00,   13.39,
917,2010-11-23,,     1.2,     4.3,   -23.6,   -23.6,   -15.2,   -25.3,   -18.7,      11,   12.63,   13.02,
917,2010-11-24,,     1.4,     4.5,   -23.6,   -23.6,   -19.3,   -25.6,   -22.4,      13,   12.57,   12.80,
917,2010-11-25,,     1.8,     5.0,   -14.0,   -14.0,   -12.9,   -26.7,   -20.3,      17,   12.56,   12.76,
917,2010-11-26,,     1.8,     5.0,    -5.0,    -5.0,    -4.3,   -15.8,    -8.5,      14,   12.61,   12.82,
917,2010-11-27,,     1.8,     5.0,     2.5,     2.5,     4.2,    -5.0,     0.8,      11,   12.99,   13.24,
917,2010-11-28,,     1.8,     5.0,    -1.2,    -1.2,     4.8,    -1.3,     1.3,      11,   13.08,   13.38,
917,2010-11-29,,     1.8,     5.0,    -8.3,    -8.3,    -1.0,    -8.3,    -3.8,      11,   12.95,   13.20,
917,2010-11-30,,     1.8,     5.0,    -9.3,    -9.3,    -2.2,   -11.6,    -7.2,      11,   13.14,   13.50,
917,2010-12-01,,     1.9,     5.0,     1.7,     1.7,     2.0,    -9.7,    -2.2,      12,   13.26,   13.47,
917,2010-12-02,,     1.9,     5.0,    -8.9,    -8.9,     3.4,    -8.9,    -0.2,      12,   13.26,   13.43,
917,2010-12-03,,     1.9,     5.0,    -1.2,    -1.2,     2.9,    -9.7,    -2.1,      12,   13.23,   13.42,
917,2010-12-04,,     1.8,     5.0,   -15.4,   -15.4,    -1.1,   -15.5,    -5.8,      12,   13.36,   13.47,
917,2010-12-05,,     1.8,     5.0,   -16.2,   -16.2,    -0.3,   -16.6,   -11.1,      11,   13.46,   13.53,
917,2010-12-06,,     1.8,     5.0,   -11.8,   -11.8,     3.1,   -16.5,    -9.9,      11,   13.46,   13.52,
917,2010-12-07,,     1.9,     5.1,    -4.1,    -4.1,     8.4,   -12.8,    -4.9,      12,   13.44,   13.50,
917,2010-12-08,,     2.0,     5.1,     5.1,     5.1,     5.3,    -5.1,     1.2,      11,   13.35,   13.43,
917,2010-12-09,,     2.0,     5.1,     2.4,     2.4,     9.5,     2.3,     5.3,      10,   13.23,   13.39,
917,2010-12-10,,     2.0,     5.1,     2.9,     2.9,     5.5,     0.2,     3.1,      10,   13.30,   13.39,
917,2010-12-11,,     2.5,     5.6,   -14.8,   -14.8,     3.5,   -17.8,    -9.5,      15,   12.74,   13.02,
917,2010-12-12,,     2.5,     5.6,    -5.1,    -5.1,     1.0,   -14.8,    -6.2,      14,   13.19,   13.43,
917,2010-12-13,,     2.5,     5.7,     6.0,     6.0,     6.5,    -5.3,     1.7,      13,   12.81,   13.06,
917,2010-12-14,,     2.5,     5.7,    -1.6,    -1.6,     7.8,    -1.7,     5.2,      12,   13.05,   13.35,
917,2010-12-15,,     2.4,     5.7,     0.0,     0.0,     7.4,    -1.7,     3.0,      11,   12.83,   13.10,
917,2010-12-16,,     2.3,     5.7,    -4.2,    -4.2,     0.2,    -4.7,    -1.3,      11,   13.25,   13.39,
917,2010-12-17,,     2.3,     5.7,   -13.5,   -13.5,    -0.4,   -15.0,    -7.0,      11,   13.35,   13.45,
917,2010-12-18,,     2.2,     5.7,   -10.7,   -10.7,    -7.2,   -13.4,    -9.3,      11,   13.38,   13.45,
917,2010-12-19,,     2.1,     5.7,   -14.5,   -14.5,    -7.9,   -14.5,   -11.8,      11,   13.42,   13.50,
917,2010-12-20,,     2.2,     5.8,    -9.7,    -9.7,    -7.0,   -17.0,   -12.4,      13,   13.48,   13.52,
917,2010-12-21,,     2.3,     5.9,   -14.1,   -14.1,    -5.1,   -14.6,   -11.0,      14,   13.47,   13.51,
917,2010-12-22,,     2.3,     5.9,    -7.2,    -7.2,     4.0,   -14.2,    -7.9,      13,   13.47,   13.50,
